# radius mass x fc fns h distance
10.24726970997779 1.9549645171190317 0.4920174517918521 1.4351851070132946 514.687434828323 0.23797336171731573 7.404613260772899 
13.657121366785182 1.8775063863993005 0.20912016814126047 1.438525611250678 492.0240024846381 0.6836232318509202 7.829551556507047 
8.430255941951614 2.1306318429362032 0.4391748998664334 1.4370001588425343 438.5274764128209 0.2476391052545287 7.569791696155533 
8.244795587972444 2.10859722018829 0.512264603217114 1.4361365497478682 414.2854120110888 0.5459820467302048 7.721190833984829 
10.123491154409171 1.6974210189938945 0.6088107898553565 1.386219027725719 465.82888380008325 0.833943464448449 7.13507594950623 
6.499245023021684 1.7925535510586639 0.19097213145960876 1.367007806657604 550.6323992016055 0.7516830279465896 7.533203115162309 
11.504002700019479 1.8985072937152319 0.5173232804777588 1.3524932136775838 612.9022028328868 0.30217683798831635 8.177223135568939 
8.404345946549222 1.9293014415519436 0.6007807391411385 1.369723197682652 588.1030724088981 0.3417609005864628 7.248649068918979 
10.832409890490723 2.258240728829209 0.44845035145715845 1.4045966540220003 543.5346269151231 0.030287046472053315 7.822802456716416 
9.497100942249553 2.1000090985965185 0.6042694592080253 1.4442211069468263 521.6508814682144 0.17441282762079874 7.218405619467155 
11.821680209248338 2.1883620392510537 0.6138832527480912 1.383500094370843 505.345952686142 0.04949963640741353 7.657124160420629 
11.830502871004335 1.48202480777132 0.282982292275313 1.4160804333934034 389.7325321719744 0.23405208961375853 7.589430708229353 
11.666113072558813 1.3339548585196945 0.06578076189237528 1.417172671763764 382.9110377164166 0.07116097382471455 7.265267884406345 
12.568535536044108 1.8428651037880137 0.22893169975383715 1.408973395027699 258.0234672494973 0.12397155642604803 7.423332145771137 
13.233593173445094 1.6660731710517214 0.23355029827813123 1.4044288563167044 294.57608416233666 0.3063236351797675 7.37676979166712 
13.395028982497932 1.5349491193667033 0.42922463069327427 1.3996582615852864 263.0638055179188 0.5489431237725204 6.957309472980252 
12.612869241375629 1.7146202918503854 0.48131600964219606 1.4129175849979903 295.45373198390206 0.9462602747788877 7.155746850699003 
12.908223235782714 1.7809507311760635 0.20399599471474095 1.4087134588058838 324.3350644764439 0.89117437191495 7.353466304098548 
13.13409727826109 2.2530862887113225 0.09974512775458777 1.4262743125674398 257.0412098973333 1.2622336403323604 8.497719858474845 
9.156614268474433 1.976520704375948 0.02915589626205974 1.4114292600180296 275.7280262670536 1.5742032180151269 7.745651882671317 
15.174046528140323 1.786431904099685 0.09328073486180341 1.4300324758875114 278.72213011149336 1.8479511815634173 8.00773355347155 
10.364939310930414 1.9723426467402945 0.14755588133559486 1.4401468655687886 310.9152473939197 1.9486770857503342 7.197838973323157 
12.017301795004729 1.6628930505446256 0.3343171163988148 1.440165325705752 349.13900624605367 1.8208636131150193 6.768779984805897 
13.190627810260949 1.590556015220329 0.1666132190372656 1.4497490894528917 448.92742000703214 1.9736080261846924 7.345284774798705 
13.135845755130896 1.629818518606492 0.11152421367049734 1.4108106545129402 438.4389800085722 1.5831224265805337 7.406889995053794 
9.245690439704331 2.0027136945630786 0.29600870553579034 1.4488845992494601 432.150392596006 1.8603777317237309 6.886011030545944 
10.984832702307694 1.6903311805566046 0.09433357913917062 1.417237332417617 396.6879874713765 1.5125630589783836 7.503741162941133 
10.81906996347911 1.9709840512088366 0.28396849256459505 1.4247856867913309 413.3327333049965 1.2617648896616565 7.540566941040716 
8.96421652023908 1.8374681778561253 0.25675133471327394 1.4319718896107834 399.89385655850157 0.9214702791691514 7.026053438253099 
9.49515776290242 1.500968459452886 0.2464863379084378 1.4436868613124392 336.96934176555493 1.1993741613324334 7.2621028285424405 
12.446930127820485 1.4485018683228439 0.01056833904311578 1.4430192806602469 304.32444482227874 1.7260259470611836 7.176012006055671 
11.119866146551194 1.7487901938560382 0.14569891614677744 1.4162276280758708 291.87326864890633 1.6632095524915567 7.146774222697193 
9.836299778156063 1.8249704564040612 0.3241747356270355 1.4102689823992192 272.5135468366868 1.5624626034747864 6.963365338000167 
9.746262846459699 1.6629048402232858 0.5419312969976527 1.436569446490071 262.9369353048686 1.8418816908461038 6.084485311314957 
9.008750666427614 1.839327554053899 0.367083326608826 1.4331794806798566 284.4461368098316 1.6807468174085085 7.095680351710804 
12.74922456525312 1.6956349306348701 0.2013752889391267 1.4120515057018603 252.83692202182684 1.5795072832968233 7.349529436541782 
