# radius mass x fc h distance
11.720039244906332 1.7360053509566338 0.0678655871167706 1.409981065855601 1.0434523458887526 4.078741476461442 
6.407757720308931 1.6676405432266637 0.06153515977790322 1.418176864736106 0.7413469512537905 4.088453916258586 
11.245136076074441 1.5902327005575496 0.2108735071220691 1.394263749085016 0.49932454799762493 3.527784110254796 
12.043659189940664 1.3815849038316528 0.19205711869525305 1.414127601486072 0.3352385641024557 3.988602728972365 
9.517333177318875 1.5012840531342657 0.47130249393400087 1.408867870431438 0.13594686936593742 3.3466698495423475 
6.693500932196769 1.7579798383703318 0.45807894246812236 1.4463625862321712 0.382795918488208 3.836253539362855 
6.296540572439112 1.3184087940760598 0.6539824298556438 1.4070548901826145 0.7006199686752997 3.2587286113247456 
12.371948474035067 1.5453613582415202 0.5132220474425684 1.4351089160919355 0.5559655111745885 3.902356686915697 
10.254766416800674 1.559675129954117 0.3490346978107037 1.4113075847122867 0.5736347280619182 3.702131609169249 
8.268126009459888 1.7087340369667228 0.5881917739430009 1.407958789562996 0.7367884080230843 3.7128293874191094 
12.42143736703978 1.9817848777263745 0.3190121441487618 1.388151330524691 1.267445731551231 3.9657697721529885 
12.175749337514816 1.515057146872003 0.03830884264018676 1.3552139784537858 0.9371270049617726 4.0136888272174165 
10.245445458903909 1.5423823372782737 0.20337497294840173 1.4349544100248395 1.4778205498831767 3.511061175726069 
8.60160653145652 1.9780327231660881 0.18899416604187175 1.4146779157010798 1.1684032494443986 4.180366645951868 
9.112787080935673 1.8468533404315817 0.3076501821990183 1.4186108059654716 0.9585376116756132 3.927017108657519 
9.866903168540317 1.604843644892162 0.24464727534849678 1.3881458188203117 1.3666647863295163 3.5367021048897795 
9.336079161099972 1.338103837570651 0.07768449280983931 1.389381845828267 1.5515096351827493 3.6365275965601307 
8.147968021587769 1.485563572964055 0.11876617652970553 1.355214291621195 1.6289982422492895 3.7993666500837757 
6.750415756753967 1.2294099241373186 0.23817283222518704 1.3977317651914822 1.708078403681711 3.006225444597966 
7.237351695168514 1.5079483358317494 0.23920801865956298 1.4383850521163264 1.629235047723535 3.152774962592432 
8.037531694497005 1.838431832367005 0.2709200577253056 1.4199123681518449 1.1488414121480874 3.843174468016538 
8.750253539060497 1.209146530379356 0.30725006213121075 1.3822113796133415 1.1245204301524339 3.367275145176158 
10.97616523284432 1.1510032945872664 0.10196673600335505 1.3876957239777568 1.4324375007346535 3.4532930145594145 
7.290771846710241 1.570470198958677 0.008820317726115705 1.3598654608302747 1.2540243220375036 3.791271617821883 
9.24833447704893 1.6452930626714835 0.3448170012230496 1.3823416323769355 0.5264721469904102 3.7727757795115378 
6.214497067810247 1.6650725422892165 0.4075389750009431 1.366411822375635 0.18054036136951926 3.872863252232168 
10.885394233690338 1.471161987956996 0.2336178200302353 1.381807056816644 0.3087465208721911 3.8024767180372576 
9.243086505205778 1.4517358674706045 0.023790360171546194 1.3579559026423613 0.38528837711663916 3.972559348153607 
9.808671662724088 1.3809518084113976 0.026560980977034868 1.3505538632082879 0.3117628933486212 4.120289692742753 
7.623904498286652 1.0511460043741396 0.04409899885075327 1.3683074074402726 0.3188325762666905 3.256430297342909 
10.325817206749601 1.332653033515433 0.030038178623161632 1.3527322637432007 0.46659518591481614 3.865418096558288 
9.158503343921161 0.9904936983695979 0.001011017899460863 1.3967782316511563 0.2892359475942702 3.3431947337352357 
8.618854402763347 1.7968023316545478 0.1260496396856208 1.3642170220010383 0.14318701889972987 4.214315555569737 
3.796925471294737 1.1705704309268137 0.021071699176079647 1.3774320363400638 0.3073548470770408 3.753817354131396 
7.06786086474368 1.7839772860313938 0.08666459872461718 1.36751031333091 0.45135641225564815 4.090140068702037 
8.40272571321933 1.8606810410449868 0.20653652108373555 1.4321009715642044 0.6102498239104386 4.017722515431792 
8.365009036300897 1.6832891854385452 0.41643831742942067 1.4420812902255726 0.39598182715511265 3.8067093151371107 
10.663294085281063 1.8567995340253425 0.5741899847430243 1.4427544297176662 0.26052682856024606 3.900875347468184 
11.25749343911178 1.3456344622717693 0.3873435180222214 1.3851328680815842 0.22500871565773223 3.563440854516559 
7.121680442724504 1.7857434206633531 0.3811654859393284 1.379727830692485 0.3804117898705027 3.851947750736098 
