# radius mass x fc h distance
12.614213700515052 1.952299948682018 0.26601035588853605 1.4494417495319083 0.2847540666079729 8.66684561121946 
14.01288775684562 1.6484230930828838 0.20407959238607806 1.4120608451091943 0.5940916545176312 8.271858416859674 
13.502308509728675 1.4012686425327006 0.08576478467692447 1.4271634917915368 0.49649412164300477 7.800636098182125 
11.493539772128534 1.1947771279115498 0.28801396277595 1.3666785851655658 0.11898371528158046 7.089756392708853 
5.647077103046538 1.5291693185633628 0.23612721707940226 1.3542153571015254 0.11361210198464572 7.286898755868595 
8.471310470173481 1.6162051935615815 0.31641747936814263 1.3588635572159244 0.6783202696163502 7.250120165184974 
8.257559667760718 1.664858161441851 0.33981178376414983 1.3680992241053074 1.3515437570724405 7.0162467768874555 
7.288428446469769 1.771026344528616 0.36312357021378855 1.390157014125298 1.4767492290296322 7.148317048437514 
10.865236339455858 1.4148056523307169 0.07274270646515928 1.3954891595784198 1.718909598365547 7.154086796364357 
11.142516555864276 1.8047461492368857 0.24958720915764376 1.3907680676983099 1.419438211386097 8.058841327619115 
9.466775142759403 1.769301643849307 0.04618314183547903 1.357448052462354 1.1378513384283429 8.090503211718266 
12.031288317466977 1.9317134137497738 0.28942353352850225 1.4130193017975006 1.0821763165928384 8.447917877687216 
10.00861170054989 2.185909026781461 0.15661781365743102 1.399940946422316 1.2497523462966564 8.747587812651258 
14.640968434873095 1.4175509116486569 0.0487524799775607 1.4177636128482825 1.6333595722688736 8.337907485468408 
11.17765123812587 2.351756243200741 0.1702042651998573 1.4350196401400706 1.8634251905461998 8.474046538307617 
10.719517038508267 2.1496994099950846 0.20498203212410587 1.4396201946827052 1.751227640903021 7.604186207156 
10.08571380192954 1.7398846051478798 0.1555683219501869 1.406286215127078 1.680623171787032 7.318910446595863 
8.381972839487066 2.1485664928918005 0.06789178522811662 1.446663883512903 1.8332957723023087 8.158731065817376 
10.848680109990434 1.6527579007721294 0.13090251062937058 1.3892594615777674 1.987550556297179 7.722639311358462 
9.46823597520568 1.358833156477624 0.03432334312053239 1.3746172144857955 1.961083823395556 7.214165123555787 
13.539261350811715 1.2663788563359046 0.05480001171280044 1.4134016606123498 1.6859336165750454 7.419912949480435 
11.40953268963044 2.140922160021961 0.31702266067862706 1.427198763396489 1.6653574401575557 7.886466090117123 
13.019355937878464 1.6338828857562242 0.012081549143613313 1.4221368526053595 1.073081216738678 8.01417708198427 
15.107061647779114 1.5137143439859924 0.056467622243505475 1.3978837972012719 1.2899502299341281 8.45648561303766 
12.069076643319386 2.200529924747685 0.17797467297356337 1.390271537502559 1.379987899780273 8.575181213221486 
13.163128138297367 2.1025229078353806 0.4358787958835857 1.4313882298242924 1.0528938254406277 8.237304811517049 
11.37506832646319 1.7888779030560567 0.08653461717180021 1.3812196536871972 1.5736224001651768 8.326774182853836 
11.294409548366762 1.7034403560835643 0.13454663868980354 1.3957660808254693 1.5879396613825434 7.522821894747001 
9.705466563878453 1.5690522669562372 0.16511490648481045 1.3784986973648956 1.3577453479474013 7.432573910834552 
8.802755306851946 1.8986266556495346 0.2275019058674293 1.3820769872300438 1.5792281494014757 7.621134225151205 
12.352911937055373 2.2540851430656748 0.1962152914330244 1.4141461837878473 1.415423256713935 8.30946784174805 
10.627349533665619 2.1024519655060407 0.10179240086907801 1.4345038494261286 1.3501037997575747 8.702859246910428 
14.458571037917046 1.926670452007988 0.06843483327986669 1.3940961883999146 1.3772796371268163 8.806781507722484 
12.110858058580824 1.784416228929765 0.23241284852097624 1.3503399946747496 1.356980394519057 8.553541329530843 
12.559014487754592 1.980772132284318 0.1536950190576421 1.3939968789454071 1.7838904810415408 8.321992204763571 
